x,v,phi,omega
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00
2.305831040096661174e-03,9.235812818681453373e-02,2.226546426716107321e-02,4.961692474481422810e-01
9.275787677892480612e-03,1.871122021144342451e-01,6.083199869996641640e-02,1.065525813985749082e+00
2.111014297404741405e-02,2.874351800811923985e-01,1.314339896616187331e-01,1.792718164513229517e+00
3.815096116008330485e-02,3.955042300268803990e-01,2.442855296012755584e-01,2.771442877694396678e+00
6.075663891814456208e-02,5.087759364130773898e-01,4.142142068385746834e-01,4.086842782681645581e+00
8.886625366600192644e-02,6.111373615164260586e-01,6.590817344850137260e-01,5.764621461622653875e+00
1.210460891785874321e-01,6.629379568661508682e-01,9.955061701207508218e-01,7.731853564561166792e+00
1.533565566444640427e-01,6.067108388544713016e-01,1.435919942101002489e+00,9.928958114506709620e+00
1.791074595800837277e-01,3.969871363657027086e-01,1.495996501709425219e+00,0.000000000000000000e+00
2.006675645013025477e-01,4.653356928055285557e-01,1.495996501709425219e+00,0.000000000000000000e+00
2.256329211530163636e-01,5.331977847124266257e-01,1.495996501709425219e+00,0.000000000000000000e+00
2.539792929707845870e-01,6.005768744527454350e-01,1.495996501709425219e+00,0.000000000000000000e+00
2.856826158916737635e-01,6.674763997497612511e-01,1.495996501709425219e+00,0.000000000000000000e+00
3.207189971264940986e-01,7.338997738590726794e-01,1.495996501709425219e+00,0.000000000000000000e+00
3.590647139407744937e-01,7.998503857427469166e-01,1.495996501709425219e+00,0.000000000000000000e+00
4.006962124444137241e-01,8.653316002422269948e-01,1.495996501709425219e+00,0.000000000000000000e+00
4.455901063899461723e-01,9.303467582500081212e-01,1.495996501709425219e+00,0.000000000000000000e+00
4.937231759793609398e-01,9.948991768800917734e-01,1.495996501709425219e+00,0.000000000000000000e+00
5.450723666794132782e-01,1.058992149637227209e+00,1.495996501709425219e+00,0.000000000000000000e+00
5.996147880453679413e-01,1.122628946584947940e+00,1.495996501709425219e+00,0.000000000000000000e+00
6.573277125531141740e-01,1.185812814512412716e+00,1.495996501709425219e+00,0.000000000000000000e+00
7.181885744395933857e-01,1.248546977100058575e+00,1.495996501709425219e+00,0.000000000000000000e+00
7.821749685514797212e-01,1.310834635084074717e+00,1.495996501709425219e+00,0.000000000000000000e+00
8.492646492020552440e-01,1.372678966419706770e+00,1.495996501709425219e+00,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
