x,phi
-9.249487975541201834e-01,1.500187403339323433e+00
-9.362470734872518907e-01,1.498375326766631099e+00
-9.410463012890101231e-01,1.495336659048856598e+00
-9.512870519149531079e-01,1.493802662179873897e+00
-9.489069734868472716e-01,1.496067369117982659e+00
-9.678760571238048671e-01,1.492199060755677209e+00
-9.376449231572845378e-01,1.500432149905925883e+00
-9.340601162465151930e-01,1.501475201742288101e+00
-9.290686641895283815e-01,1.500652349991304257e+00
-9.399054854920434465e-01,1.495313050662906429e+00
-9.524625933440717951e-01,1.504739519546304249e+00
-9.709543060378783563e-01,1.492106549371450042e+00
-9.711836752745682810e-01,1.494321963352705396e+00
-9.465999843589676388e-01,1.493848750987682550e+00
-9.501327206595667763e-01,1.491125044837372515e+00
-9.524750124226314396e-01,1.494677850748202808e+00
-9.657159654488172151e-01,1.491563623371603642e+00
-9.378735329571289414e-01,1.492814315244462842e+00
-9.569721165340264735e-01,1.503975456492033347e+00
-9.366308881629376026e-01,1.491606932535116226e+00
-9.618095026981756668e-01,1.502604789251656081e+00
-9.626732537318294369e-01,1.500780692379148240e+00
-9.343200705433170050e-01,1.505105132668151491e+00
-9.468667913931566593e-01,1.492605634555101091e+00
-9.509873548483830374e-01,1.497042221957037844e+00
-9.296571592220592706e-01,1.492487303026857726e+00
-9.354288894318124603e-01,1.497331559038841187e+00
-9.499965090960750258e-01,1.493030938282684295e+00
-9.536024875495106023e-01,1.494032120658653984e+00
-9.373263371630865537e-01,1.491340800745089012e+00
-9.562465950695955286e-01,1.504160560262384205e+00
-9.545123863136012465e-01,1.496023087160880394e+00
-9.517359303708546880e-01,1.496692131449874230e+00
-9.518372752176971208e-01,1.495753959136083777e+00
-9.414079459164222952e-01,1.491487361283740265e+00
-9.642628026333283087e-01,1.502337440642321109e+00
-9.708893113403180841e-01,1.493509197096456242e+00
-9.572676832802944347e-01,1.500159544188123029e+00
-9.581738108002045839e-01,1.492294062350148609e+00
-9.505997820532817721e-01,1.489489728034275373e+00
-9.614280615167664079e-01,1.505124174625174671e+00
-9.590220141545640065e-01,1.489452176108709169e+00
-9.503813540969843210e-01,1.491942526487590071e+00
-9.481302246296522407e-01,1.498910624706478734e+00
-9.782349523199734831e-01,1.495853816354177246e+00
-9.324332605197652724e-01,1.492342091491463352e+00
-9.468114277076421503e-01,1.488142525793025195e+00
-9.580878598090969422e-01,1.499012004050103597e+00
-9.735080163299588696e-01,1.496215407381014328e+00
-9.487118953229852769e-01,1.499313304058090601e+00
-9.351422283670808300e-01,1.491001710380041700e+00
-9.596358901662659369e-01,1.495348952699840916e+00
-9.427113286283441695e-01,1.496311870093503416e+00
-9.439478229518569741e-01,1.495285295588650420e+00
-9.540573431894125989e-01,1.497056028421077434e+00
