x,v,phi,omega
-7.777726798280034659e-01,-1.777325547558890606e-01,1.495996501709425219e+00,0.000000000000000000e+00
-7.866276450412136301e-01,-1.764675597254304618e-01,1.495996501709425219e+00,0.000000000000000000e+00
-7.954195858579929945e-01,-1.752115681801762748e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.041489508486576732e-01,-1.739645160386527334e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.128161853908661971e-01,-1.727263396754800950e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.214217316923426715e-01,-1.714969759181263209e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.299660288134385056e-01,-1.702763620436840708e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.384495126895337158e-01,-1.690644357756704574e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.468726161532786900e-01,-1.678611352808497548e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.552357689566771892e-01,-1.666663991660785327e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.635393977930129195e-01,-1.654801664751734125e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.717839263186196730e-01,-1.643023766858010271e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.799697751744962604e-01,-1.631329697063900741e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.880973620077682318e-01,-1.619718858730655187e-01,1.495996501709425219e+00,0.000000000000000000e+00
-8.961671014929961654e-01,-1.608190659466043893e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.041794053533329656e-01,-1.596744511094134178e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.121346823815299487e-01,-1.585379829625281345e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.200333384607937148e-01,-1.574096035226333068e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.278757765854949158e-01,-1.562892552191045836e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.356623968817286974e-01,-1.551768808910711783e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.433935966277300356e-01,-1.540724237844995625e-01,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
-9.499999999999999556e-01,0.000000000000000000e+00,1.495996501709425219e+00,0.000000000000000000e+00
